Date,Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Price_Change,Daily_Return,Volatility
2007-10-29,5708.899902,5922.5,5708.899902,5905.899902,173590.0,5512.4649414,,5551.477820882858,5070.5611941797815,203.60009700000046,0.03570490924056213,228.34238158396062
2007-10-30,5917.549805,5976.0,5833.899902,5868.75,176830.0,5532.5349608999995,,5609.16367163143,5101.862715976653,-37.14990200000011,-0.00629030336044456,234.71402272898865
2007-10-31,5868.899902,5952.25,5861.299805,5900.649902,168160.0,5566.6699706,,5662.161168062078,5133.187703663843,31.89990200000011,0.005435553056442943,247.4665201004997
2007-11-01,5903.799805,6011.950195,5837.200195,5866.450195,270200.0,5618.2149901,,5699.304627505337,5161.943095480948,-34.19970699999976,-0.005795922070958359,252.01525820143044
2007-11-02,5854.850098,5944.75,5714.25,5932.399902,164840.0,5689.9249998,,5741.685586504365,5192.15708789346,65.94970699999976,0.01124184213755175,255.00332563986652
2007-11-05,5931.899902,5948.549805,5819.600098,5847.299805,169010.0,5756.2549803,,5760.888171685389,5217.8489591525395,-85.10009700000046,-0.014344969726553747,236.8368797474727
2007-11-06,5847.100098,5957.200195,5759.950195,5786.5,244850.0,5787.534960800001,,5765.544867742591,5240.148999970087,-60.79980499999965,-0.010397928450326721,231.5498310464137
2007-11-07,5782.399902,5861.350098,5744.299805,5782.350098,171690.0,5816.1549804,,5768.600364153029,5261.411788128123,-4.149902000000111,-0.0007171696189406385,230.29074490469893
2007-11-08,5779.299805,5780.799805,5646.75,5698.75,141330.0,5829.1349609,,5755.900297943387,5278.562306240746,-83.60009799999989,-0.01445780635608962,229.1282894034204
2007-11-12,5660.600098,5660.600098,5477.5,5617.100098,138680.0,5820.6149902,,5730.66389795368,5291.838298074442,-81.64990200000011,-0.014327686246983995,223.53482215536238
2007-11-13,5612.350098,5758.850098,5591.600098,5695.399902,156340.0,5799.5649902,,5724.252262325737,5307.664243326424,78.29980400000022,0.013939542225334334,223.6966948458936
2007-11-14,5703.950195,5950.200195,5700.049805,5937.899902,173240.0,5806.4799804,,5763.097287721057,5332.379367195977,242.5,0.042578221753110546,232.4285221846563
2007-11-15,5942.700195,5966.950195,5895.649902,5912.100098,146640.0,5807.625,,5790.188707771774,5355.113513502017,-25.799804000000222,-0.00434493750750331,236.96761843112102
2007-11-16,5913.149902,5948.049805,5817.399902,5906.850098,129790.0,5811.6649903,,5811.39986963145,5376.7502423058595,-5.25,-0.0008880093220641205,227.89021261341816
2007-11-19,5908.049805,5981.799805,5893.799805,5907.649902,104830.0,5809.189990299999,,5828.899875516641,5397.569836803669,0.799804000000222,0.00013540279281354373,198.71619456867634
2007-11-20,5911.25,5923.700195,5755.799805,5780.899902,127220.0,5802.55,,5820.172607604524,5412.602388379996,-126.75,-0.021455232131662005,147.53893068915212
2007-11-21,5778.799805,5790.049805,5530.850098,5561.049805,129730.0,5780.0049805,,5773.059370767338,5418.423855698427,-219.85009700000046,-0.03803042791381661,139.0625549211861
2007-11-22,5564.649902,5608.649902,5394.350098,5519.350098,149030.0,5753.704980500001,,5726.930412082367,5422.3817475533915,-41.69970699999976,-0.007498531475569115,136.61223304826572
2007-11-23,5524.299805,5638.600098,5514.75,5608.600098,102000.0,5744.689990299999,,5705.415809521936,5429.684427963062,89.25,0.016170382094866653,133.56675762992413
2007-11-26,5611.299805,5772.549805,5608.950195,5731.700195,127100.0,5756.15,,5710.194788699766,5441.528183533139,123.10009700000046,0.021948453241281696,132.74577382271332
2007-11-27,5729.25,5743.549805,5655.600098,5698.149902,96310.0,5756.425,5440.5569921999995,5708.004809299808,5451.5917803357615,-33.55029300000024,-0.005853462647831376,131.18507330366646
2007-11-28,5699.549805,5749.950195,5595.5,5617.549805,97580.0,5724.3899903,5463.014990260001,5691.558444881661,5458.099938165732,-80.60009700000046,-0.014144959045691352,134.0330000429005
2007-11-29,5617.799805,5725.0,5612.100098,5634.600098,301030.0,5696.6399903,5484.78298832,5681.202381812267,5465.021513061193,17.050293000000238,0.0030351832367956355,133.10613613565408
2007-11-30,5633.899902,5782.549805,5632.649902,5762.75,170460.0,5682.2299805,5505.390986360001,5696.029221482763,5476.697139999969,128.1499020000001,0.022743389019832527,130.4111180379784
2007-12-03,5765.450195,5878.799805,5754.600098,5865.0,111920.0,5677.9649903,5527.73999026,5726.751181213169,5491.924703137225,102.25,0.017743264934276137,126.16839092250734
2007-12-04,5870.200195,5897.25,5840.299805,5858.350098,107500.0,5685.7100099,5548.155996119999,5750.678256992593,5506.294326465177,-6.649902000000111,-0.0011338281329923428,126.66971597411182
2007-12-05,5861.899902,5949.299805,5859.950195,5940.0,120150.0,5723.6050294,5568.311992219999,5785.100392084848,5523.302392093993,81.64990200000011,0.013937354482770559,133.82054911328294
2007-12-06,5941.049805,6027.049805,5919.799805,5954.700195,154950.0,5767.140039100001,5588.62899416,5815.9367198876025,5540.219952992268,14.700195000000349,0.0024747803030302773,141.234980677747
2007-12-07,5963.600098,6042.100098,5894.799805,5974.299805,123110.0,5803.7100098,5609.30499026,5844.730008089856,5557.242692286689,19.599609999999302,0.0032914520224640587,148.17178681642807
2007-12-10,5974.0,6015.299805,5923.350098,5960.600098,86330.0,5826.6000001,5628.50599612,5865.797297164428,5573.060629765642,-13.699706999999762,-0.0022931067149549733,148.9096678757993
2007-12-11,5960.399902,6111.200195,5960.399902,6097.25,115310.0,5866.5100099,5650.02399416,5907.8796067708945,5593.617075657186,136.6499020000001,0.022925527590057726,161.82866437203685
2007-12-12,6067.049805,6175.649902,6005.450195,6159.299805,130760.0,5920.685009899999,5671.830986360001,5953.592370085277,5615.800712102003,62.04980499999965,0.010176687031038467,177.724369344359
2007-12-13,6159.25,6185.399902,6040.399902,6058.100098,120310.0,5963.0350099,5688.77699222,5972.593775160682,5633.145786058787,-101.19970699999976,-0.016430391473694406,184.46730651783486
2007-12-14,6056.200195,6078.549805,6015.049805,6047.700195,100560.0,5991.5300294,5705.557998079999,5986.2494878587395,5649.40282170354,-10.39990299999954,-0.0017166938201356174,190.16292632309438
2007-12-17,6037.950195,6039.950195,5740.600098,5777.0,108210.0,5982.7300294,5717.3809961199995,5948.204126429877,5654.406632617128,-270.70019500000035,-0.04476084896268573,189.84766735841606
2007-12-18,5777.600098,5874.600098,5710.600098,5742.299805,109460.0,5971.1250001,5730.524990260001,5910.76697707899,5657.853423690966,-34.70019500000035,-0.006006611563095121,190.57163776110536
2007-12-19,5730.25,5840.799805,5676.700195,5751.149902,88360.0,5952.2399903,5739.002988300001,5881.745690700991,5661.51210911485,8.85009700000046,0.0015412112394923572,181.03668229426137
2007-12-20,5751.75,5799.5,5742.75,5766.5,79150.0,5933.4199708,5745.5039844,5860.791928755356,5665.629281306425,15.350097999999889,0.0026690484966600536,165.9533805818859
2007-12-24,5771.299805,6001.049805,5771.299805,5985.100098,100420.0,5934.5000001,5754.7089844,5883.393414072563,5678.157548627742,218.6000979999999,0.03790862707014653,158.27185698750932
2007-12-26,5988.450195,6085.25,5988.450195,6070.75,90830.0,5945.5149903,5767.558984400001,5917.458247877551,5693.553331034497,85.64990200000011,0.014310521227309358,160.9155576674347
2007-12-27,6069.0,6110.850098,6060.200195,6081.5,149990.0,5943.939990299999,5775.78098636,5947.284020990724,5708.76692589589,10.75,0.001770786146686909,160.18462399228724
2007-12-28,6079.549805,6098.600098,6021.899902,6079.700195,79570.0,5935.9800293,5784.01399416,5971.35968899241,5723.313328605856,-1.799804999999651,-0.0002959475458357286,149.4777906612092
2007-12-31,6095.0,6167.75,6095.0,6138.600098,85020.0,5944.0300293,5795.60000002,6001.767036084699,5739.599084268372,58.89990299999954,0.009687961759765606,139.5031610932862
2008-01-01,6136.75,6165.350098,6109.850098,6144.350098,81310.0,5953.695019600001,5811.4670019800005,6027.6912291602075,5755.471673042162,5.75,0.0009366956485523659,138.12541094908184
2008-01-02,6144.700195,6197.0,6060.850098,6179.399902,110350.0,5993.9350098,5830.74900392,6055.274624221987,5772.096309471882,35.04980400000022,0.005704395654702266,143.03701269111858
2008-01-03,6184.25,6230.149902,6126.399902,6178.549805,156360.0,6037.5600098,5850.64000002,6077.688293454353,5788.035662237691,-0.85009700000046,-0.00013756950731180773,145.61899567277123
2008-01-04,6179.100098,6300.049805,6179.100098,6274.299805,147630.0,6089.8750001,5866.65199222,6113.435841008107,5807.104844306801,95.75,0.015497164063080549,156.61587505070742
2008-01-07,6271.0,6289.799805,6193.350098,6279.100098,139610.0,6141.1350099,5882.31099614,6143.5566150066325,5825.614462098692,4.800293000000238,0.0007650723027572415,165.9047035843361
2008-01-08,6282.450195,6357.100098,6221.600098,6287.850098,162560.0,6171.410009900001,5896.688994200001,6169.791793732699,5843.741349781096,8.75,0.00139351178726832,174.24541016339413
2008-01-09,6287.549805,6338.299805,6231.25,6272.0,120850.0,6191.535009900001,5908.0829981,6188.375103963117,5860.535806652426,-15.850097999999889,-0.0025207499786041865,179.3952681322316
2008-01-10,6278.100098,6347.0,6142.899902,6156.950195,133660.0,6199.0800294,5913.10400396,6182.661484151641,5872.159900313115,-115.04980499999965,-0.018343400031887724,180.39230146751157
2008-01-11,6166.649902,6224.200195,6112.549805,6200.100098,125140.0,6211.1200197,5919.731005919999,6185.832141214978,5885.020300222404,43.14990299999954,0.007008324191909443,181.66356926858936
2008-01-14,6208.799805,6244.149902,6172.0,6206.799805,110910.0,6217.9399904,5925.85400398,6189.644443721345,5897.63910433133,6.699706999999762,0.0010805804574285371,184.0255444539692
2008-01-15,6226.350098,6260.450195,6053.299805,6074.25,117680.0,6210.9299806,5930.010000079999,6168.663635772009,5904.565021808533,-132.54980499999965,-0.021355579229931254,183.86849649607558
2008-01-16,6065.0,6065.0,5825.75,5935.75,152490.0,6186.5649904,5930.07700204,6126.31570199528,5905.787962129767,-138.5,-0.02280116886858463,173.10623778843683
2008-01-17,5937.950195,6013.149902,5880.299805,5913.200195,127180.0,6160.0300294,5931.395009839999,6087.567427996138,5906.0786379286,-22.54980499999965,-0.003798981594575146,158.64003770781162
2008-01-18,5907.75,5908.75,5677.0,5705.299805,135740.0,6103.1300294,5929.77100594,6018.064223815021,5898.204958205911,-207.9003900000007,-0.03515869294866669,164.16339970750883
2008-01-21,5705.0,5705.0,4977.100098,5208.799805,211340.0,5996.1000001,5918.30000008,5870.925238575926,5871.169462001757,-496.5,-0.08702434875812803,248.74482592323568
2008-01-22,5203.350098,5203.350098,4448.5,4899.299805,200600.0,5857.2449707999995,5902.310996180001,5694.266068834849,5833.056926433061,-309.5,-0.059418678311058626,361.064682388319
2008-01-23,4903.049805,5328.049805,4891.600098,5203.399902,172630.0,5750.384961000001,5894.03699226,5605.0176748648755,5808.364494102352,304.10009700000046,0.06207011391498218,403.5234054923213
2008-01-24,5208.0,5357.200195,4995.799805,5033.450195,145350.0,5638.034960999999,5880.797998120001,5501.096314889443,5777.975698059123,-169.94970699999976,-0.032661281124035324,453.3835792946855
2008-01-25,5035.049805,5399.25,5035.049805,5383.350098,105880.0,5556.359961,5869.70700204,5479.687911818635,5762.500184331315,349.89990299999954,0.06951492305368867,466.8940793295241
2008-01-28,5380.950195,5380.950195,5071.0,5274.100098,94470.0,5463.0899903,5856.94700204,5442.308309306156,5743.347239769303,-109.25,-0.020294054447729137,481.8358890917259
2008-01-29,5279.549805,5391.600098,5225.25,5280.799805,98430.0,5383.7449708,5844.42599618,5412.943126705036,5725.208124680311,6.699706999999762,0.001270303345691115,491.76534931564044
2008-01-30,5283.75,5314.299805,5142.25,5167.600098,101260.0,5306.9299806,5829.625000100001,5368.33530330412,5703.341143241868,-113.19970699999976,-0.021436091346015318,502.32305300770497
2008-01-31,5172.25,5251.649902,5071.149902,5137.450195,187490.0,5229.354980599999,5816.75600596,5326.356192703372,5681.14934135003,-30.14990299999954,-0.0058344110279873185,509.118746735066
2008-02-01,5140.600098,5339.950195,5090.75,5317.25,106700.0,5190.5500001,5811.8800098599995,5324.700521302758,5666.878778944147,179.79980499999965,0.03499786823724138,496.596684452201
2008-02-04,5315.549805,5545.200195,5315.549805,5463.5,105720.0,5216.0200196,5810.7630079,5349.936790156801,5658.90314055418,146.25,0.027504819220461663,474.96025569535874
2008-02-05,5463.75,5500.600098,5412.950195,5483.899902,96490.0,5274.4800293,5808.269003979999,5374.293719582837,5652.040268454016,20.39990200000011,0.0037338522924865725,447.4445697561894
2008-02-06,5470.399902,5470.399902,5257.049805,5322.549805,106120.0,5286.3950196,5800.08599618,5364.88573511323,5639.119073808761,-161.35009700000046,-0.029422509506629613,417.9791188551301
2008-02-07,5322.549805,5344.600098,5113.850098,5133.25,103080.0,5296.3750001,5788.78799814,5322.770146910824,5619.2810709143,-189.29980499999965,-0.03556562398386043,397.86270475199797
2008-02-08,5132.100098,5173.850098,5034.25,5120.350098,108950.0,5270.0750001,5778.8440040000005,5285.96650165431,5599.7151504078565,-12.899902000000111,-0.0025130087176740146,365.086864794254
2008-02-11,5120.549805,5126.399902,4803.600098,4857.0,125720.0,5228.3649903000005,5763.29200204,5207.972592262618,5570.589066078136,-263.3500979999999,-0.051432049168447236,334.11209609411685
2008-02-12,4877.850098,4949.600098,4820.450195,4838.25,102360.0,5184.110009800001,5744.80200204,5140.750302760323,5541.869887016248,-18.75,-0.0038604076590488257,305.3376490304396
2008-02-13,4836.549805,4986.549805,4836.549805,4929.450195,104070.0,5160.295019499999,5726.091005939999,5102.332101349355,5517.853428505807,91.20019500000035,0.018849831033948217,273.52861124740303
2008-02-14,4944.649902,5220.25,4944.649902,5202.0,106430.0,5166.75,5712.964003980001,5120.453537467654,5505.467019544795,272.54980499999965,0.05529010218552366,221.88305969483355
2008-02-15,5202.850098,5315.399902,5104.75,5302.899902,110540.0,5165.3149902,5700.22200202,5153.625603746263,5497.523211013627,100.89990200000011,0.019396367166474526,189.3210318319525
2008-02-18,5304.450195,5348.600098,5224.0,5276.899902,77580.0,5146.654980400001,5686.66599616,5176.039112519668,5488.871316542504,-26.0,-0.004902977706630729,190.51405313893244
2008-02-19,5278.399902,5368.450195,5262.0,5280.799805,88660.0,5126.3449707,5672.795996160001,5195.086511152455,5480.7116494231905,3.89990299999954,0.0007390519192000955,179.5735973794378
2008-02-20,5267.149902,5267.149902,5116.299805,5154.450195,89870.0,5109.5350097,5656.6729981,5187.698090033827,5467.917082583066,-126.3496099999993,-0.02392622607665762,179.8640811190919
2008-02-21,5156.899902,5241.350098,5120.049805,5191.799805,89880.0,5115.389990199999,5638.563994200001,5188.443856391313,5457.088954050398,37.3496099999993,0.007246089997383187,175.6776084098803
2008-02-22,5183.399902,5184.0,5092.799805,5110.75,72070.0,5114.429980399999,5617.5929981,5174.317700683801,5443.507034283715,-81.04980499999965,-0.015611119080890634,171.71422415046828
2008-02-25,5112.25,5212.350098,5055.149902,5200.700195,78360.0,5148.7999999,5600.44500004,5179.114517832201,5433.98519744906,89.95019500000035,0.01760019468766827,170.65395522880627
2008-02-26,5200.799805,5281.200195,5200.799805,5270.049805,86100.0,5191.9799803999995,5584.891992240001,5195.648206408165,5427.556358529489,69.3496099999993,0.013334667910038789,170.3649007095347
2008-02-27,5271.399902,5368.149902,5249.75,5268.399902,89570.0,5225.8749511000005,5574.71999028,5208.875787424862,5421.314928861666,-1.64990299999954,-0.00031307161432025943,171.21710989617515
2008-02-28,5266.350098,5302.850098,5227.149902,5285.100098,107980.0,5234.1849609,5565.575996140001,5222.734752983978,5415.973170788659,16.700195999999778,0.003169880098444988,171.873913712694
2008-02-29,5285.0,5290.799805,5098.350098,5223.5,165090.0,5226.2449707,5555.0229981,5222.873888805073,5408.425203306751,-61.60009799999989,-0.011655426928112611,169.78703208847247
2008-03-03,5222.799805,5222.799805,4936.049805,4953.0,150740.0,5193.854980499999,5538.7529981,5173.805909022332,5390.565391412369,-270.5,-0.05178520149325161,165.74595122184908
2008-03-04,4958.549805,4976.700195,4812.950195,4864.25,150840.0,5152.2,5516.335996140001,5117.523016472817,5369.925572141296,-88.75,-0.01791843327276399,161.90157792799906
2008-03-05,4866.850098,4936.75,4847.25,4921.399902,114720.0,5128.8949707,5493.34899418,5081.86426838685,5352.3363301749705,57.14990200000011,0.011748964794161543,162.84673488955818
2008-03-07,4918.299805,4918.299805,4672.25,4771.600098,145780.0,5086.875,5467.150996140001,5025.452601043787,5329.562360285756,-149.79980400000022,-0.030438453891772355,180.34495037915104
2008-03-10,4767.799805,4814.950195,4620.5,4800.399902,155880.0,5055.8399902,5441.5649902800005,4984.533928490371,5308.810891333374,28.799804000000222,0.00603567009147965,192.3420871524859
2008-03-11,4796.299805,4888.5,4732.850098,4865.899902,158760.0,5022.359960899999,5416.1109863599995,4962.964105492122,5291.441832928143,65.5,0.013644696553866353,191.79602393280945
2008-03-12,4869.75,5019.200195,4854.75,4872.0,135040.0,4982.5549804,5390.663984399999,4946.425177220827,5274.993133597628,6.100097999999889,0.0012536423113620465,189.6417560102346
2008-03-13,4868.700195,4868.799805,4580.149902,4623.600098,137640.0,4918.075,5359.54798832,4887.729708271586,5249.44830867223,-248.3999020000001,-0.05098520155993436,213.82726041919145
2008-03-14,4623.799805,4758.950195,4607.549805,4745.799805,135570.0,4864.1449707,5330.89298832,4861.924271313115,5229.697386959594,122.19970699999976,0.026429558008889797,223.34745797256807
2008-03-17,4745.450195,4745.450195,4482.100098,4503.100098,143350.0,4792.1049805,5295.46899418,4796.683512528912,5201.203375627846,-242.69970699999976,-0.05113989569140698,245.9802183260018
2008-03-18,4519.899902,4617.950195,4468.549805,4533.0,169440.0,4750.1049805,5260.54699222,4748.741055705473,5174.9993216816565,29.89990200000011,0.006639848404276005,259.2515245154826
2008-03-19,4534.75,4718.399902,4533.899902,4573.950195,158510.0,4721.075,5226.26899416,4716.960899213568,5151.42876769414,40.95019500000035,0.009033795499669095,263.08812950992
2008-03-24,4576.799805,4649.450195,4539.799805,4609.850098,123980.0,4689.9200196,5193.02599612,4697.486208083828,5130.190388490449,35.89990299999954,0.007848774356844501,267.5040665319692
2008-03-25,4616.799805,4896.799805,4616.799805,4877.5,142370.0,4700.5100098,5167.436992219999,4730.215988432223,5120.280961490823,267.6499020000001,0.05806043500549429,259.1426694866667
2008-03-26,4878.700195,4912.299805,4808.649902,4828.850098,126100.0,4703.3550294,5140.011992219999,4748.149462899091,5108.852300177457,-48.64990200000011,-0.00997435202460284,254.337192640106
2008-03-27,4828.799805,4863.75,4769.600098,4830.25,180110.0,4699.7900392,5112.48099612,4763.076833281075,5097.926719778342,1.399902000000111,0.00028990380144122696,242.9562792131637
2008-03-28,4830.0,4970.799805,4796.350098,4942.0,162590.0,4706.7900392,5089.83599612,4795.608318139061,5091.811946453701,111.75,0.023135448475751774,224.24551270262268
2008-03-31,4942.149902,4947.0,4703.850098,4734.5,147200.0,4717.8800294,5065.81099612,4784.49771484105,5077.799713259439,-207.5,-0.04198704977741807,201.80443544304242
2008-04-01,4735.649902,4800.75,4628.75,4739.549805,119880.0,4717.2550294,5042.33798832,4776.325367597222,5064.535010974755,5.049804999999651,0.0010665973175625343,169.65006008274761
2008-04-02,4741.399902,4916.75,4741.399902,4754.200195,114660.0,4742.3650391,5023.31599612,4772.302608943181,5052.365018191432,14.650390000000698,0.0030910931634362537,135.6943149914217
2008-04-03,4753.899902,4833.25,4738.200195,4771.600098,124590.0,4766.2250489,5014.57200198,4772.174879680784,5041.354629164317,17.39990299999954,0.0036599012002689335,128.4955705743933
2008-04-04,4766.700195,4791.700195,4632.700195,4647.0,131510.0,4773.5300294,5009.52600588,4749.4158106479135,5025.8897417461085,-124.60009799999989,-0.026112854271301056,128.23803519641206
2008-04-07,4631.350098,4798.549805,4628.799805,4761.200195,124930.0,4788.6650391,5000.68201174,4751.558425984656,5015.509759520771,114.20019500000035,0.02457503658274174,121.62386532095323
2008-04-08,4760.649902,4769.549805,4677.799805,4709.649902,113750.0,4771.8800293,4994.20600588,4743.938694351083,5003.51525530427,-51.55029300000024,-0.010827163506826665,121.54659984018528
2008-04-09,4707.049805,4758.25,4667.5,4747.049805,101410.0,4763.7,4981.480000019999,4744.5043508327035,4993.457786664887,37.39990299999954,0.007941121692318864,120.64545501848838
2008-04-10,4747.549805,4799.5,4720.899902,4733.0,150140.0,4753.975,4970.65799806,4742.412650681303,4983.243755815284,-14.049804999999651,-0.0029596919301755342,116.56168474706757
2008-04-11,4734.350098,4817.399902,4727.25,4777.799805,132770.0,4737.554980499999,4960.5979980600005,4748.846678739247,4975.187130293116,44.79980499999965,0.009465414113669857,112.21119741207436
2008-04-15,4779.950195,4917.100098,4708.299805,4879.649902,152070.0,4752.0699707,4954.83899414,4772.629082968475,4971.440572320837,101.85009700000046,0.021317363882306983,114.94626598692396
2008-04-16,4881.649902,4951.399902,4874.049805,4887.299805,137210.0,4766.8449707,4949.83598634,4793.478305156024,4968.140934386687,7.64990299999954,0.0015677155438680312,119.89574298295192
2008-04-17,4890.600098,4984.950195,4889.649902,4958.399902,135280.0,4787.2649414,4942.65898438,4823.464050036747,4967.758933116621,71.10009700000046,0.01454793031670798,115.27315918268991
2008-04-21,4955.899902,5053.399902,4955.899902,5037.0,110420.0,4813.804931600001,4934.1289843800005,4862.2887682118835,4970.474269072833,78.60009799999989,0.0158519077834558,117.00558087436413
2008-04-22,5037.049805,5074.25,4994.049805,5049.299805,126750.0,4854.0349121,4925.43698244,4896.290774900632,4973.565466560172,12.299804999999651,0.0024418910065513444,119.06711287212457
2008-04-23,5044.350098,5083.5,5003.549805,5022.799805,144560.0,4880.194873099999,4919.44198244,4919.29241673688,4975.496224930362,-26.5,-0.005248252435666179,117.63816743734633
2008-04-24,5022.899902,5072.700195,4991.350098,4999.850098,154290.0,4909.2148927,4916.7739844,4933.939267875629,4976.4512787762305,-22.949706999999762,-0.004569106452770422,123.05248081567811
2008-04-25,4999.149902,5117.700195,4999.149902,5111.700195,134450.0,4945.6799316999995,4916.6009863399995,4966.259436443697,4981.75515784383,111.85009700000046,0.022370690082237132,137.09065683716102
2008-04-28,5112.5,5147.450195,5079.149902,5089.649902,110780.0,4981.3449218999995,4921.2539843800005,4988.694066544843,4985.986324281327,-22.050293000000238,-0.004313690584116903,146.59783150830748
2008-04-29,5092.399902,5210.899902,5082.149902,5195.5,214910.0,5023.1149414,4928.39898438,5026.295145354871,4994.202546858531,105.85009799999989,0.020797127511345215,163.36383307048993
2008-04-30,5198.350098,5230.75,5155.850098,5165.899902,146210.0,5051.7399414,4933.1279785199995,5051.677828381258,5000.9357764719225,-29.60009799999989,-0.005697256856895372,171.37851353125959
2008-05-02,5265.299805,5298.850098,5197.600098,5228.200195,131240.0,5085.8299804,4933.65198242,5083.772804130121,5009.848106610279,62.30029300000024,0.012059910989734801,181.54479377801127
2008-05-05,5227.25,5254.5,5182.600098,5192.25,125630.0,5109.2149902,4931.43898438,5103.495930651917,5017.001122037326,-35.95019500000035,-0.006876208572575537,186.05256423802007
2008-05-06,5192.350098,5206.5,5110.899902,5144.649902,131300.0,5119.9799803999995,4928.79398438,5110.978470897023,5022.006956545666,-47.60009799999989,-0.009167528142905224,186.11152412914242
